3,2017,Barry Allen,82,6505.78
3,2017,Wanda Maximoff,26,9597.17
3,2017,Rachel Roth,54,17349.94
3,2017,Padme Amidala,53,11553.42
4,2017,Logan,26,7362.7
4,2017,Anakin,45,8624.79
4,2017,Victor Von Doom,47,13490.49
4,2017,Kal-El,68,8901.53
4,2017,Barry Allen,62,18942.17
4,2017,Wanda Maximoff,41,6528.44
4,2017,Rachel Roth,84,17364.28
4,2017,Padme Amidala,96,21582.43
5,2017,Logan,15,4636.35
5,2017,Anakin,48,5368.04
5,2017,Victor Von Doom,36,8549.27
5,2017,Kal-El,81,13610.28
5,2017,Barry Allen,65,21628.18
5,2017,Wanda Maximoff,23,17826.28
5,2017,Rachel Roth,71,19424.34
5,2017,Padme Amidala,88,16101.63
6,2017,Logan,13,7705.27
6,2017,Anakin,29,17984.18
6,2017,Victor Von Doom,45,13295.7
6,2017,Kal-El,35,20474.21
6,2017,Barry Allen,60,6723.93
6,2017,Wanda Maximoff,40,20358.02
6,2017,Rachel Roth,47,5694.61
6,2017,Padme Amidala,68,11976.5
7,2017,Logan,12,9793.28
7,2017,Anakin,79,22235.53
7,2017,Victor Von Doom,82,15149.8
7,2017,Kal-El,54,9126.02
7,2017,Barry Allen,77,8860.26
7,2017,Wanda Maximoff,27,13734.9
7,2017,Rachel Roth,57,14394.52
7,2017,Padme Amidala,100,14618.69
8,2017,Logan,10,3987.06
8,2017,Anakin,42,22411.55
8,2017,Victor Von Doom,55,21611.9
8,2017,Kal-El,40,14770.94
8,2017,Barry Allen,69,13335.64
8,2017,Wanda Maximoff,69,18317.32
8,2017,Rachel Roth,70,7634.27
8,2017,Padme Amidala,88,12561
9,2017,Logan,25,6926.99
9,2017,Anakin,31,15017.97
9,2017,Victor Von Doom,52,18170.32
9,2017,Kal-El,45,17633.06
9,2017,Barry Allen,58,18747.19
9,2017,Wanda Maximoff,98,16788.84
9,2017,Rachel Roth,91,19057.87
9,2017,Padme Amidala,94,14183.15
10,2017,Logan,47,7951.98
10,2017,Anakin,67,13231.58
10,2017,Victor Von Doom,82,16437.55
10,2017,Kal-El,60,5253.15
10,2017,Barry Allen,68,15927.3
10,2017,Wanda Maximoff,78,12954.56
10,2017,Rachel Roth,75,9682.1
10,2017,Padme Amidala,84,8114.54
11,2017,Logan,44,4864.08
11,2017,Anakin,31,15963.23
11,2017,Victor Von Doom,36,14626.46
11,2017,Kal-El,72,14528.29
11,2017,Barry Allen,52,22086.06
11,2017,Wanda Maximoff,59,5059.25
11,2017,Rachel Roth,100,10293.38
11,2017,Padme Amidala,48,9564.13
12,2017,Logan,44,4938.9
12,2017,Anakin,35,17460.96
12,2017,Victor Von Doom,93,14684.68
12,2017,Kal-El,78,6100.16
12,2017,Barry Allen,43,21753.94
12,2017,Wanda Maximoff,23,19840.37
12,2017,Rachel Roth,88,18180.34
12,2017,Padme Amidala,90,18174.39
1,2018,Logan,42,9400.5
1,2018,Anakin,63,18081.96
1,2018,Victor Von Doom,43,13175.07
1,2018,Kal-El,70,19349.78
1,2018,Barry Allen,98,17241.97
1,2018,Wanda Maximoff,43,12436.3
1,2018,Rachel Roth,43,8244.14
1,2018,Padme Amidala,42,13249.3
2,2018,Logan,26,7431.99
2,2018,Anakin,35,8206.56
2,2018,Victor Von Doom,66,12578.15
2,2018,Kal-El,32,16618.05
2,2018,Barry Allen,29,20903.49
2,2018,Wanda Maximoff,98,14852.96
2,2018,Rachel Roth,35,19738.64
2,2018,Padme Amidala,78,8290.79
3,2018,Logan,34,6096.31
3,2018,Anakin,69,8831.32
3,2018,Victor Von Doom,63,15633.74
3,2018,Kal-El,95,7983.09
3,2018,Barry Allen,56,12595.61
3,2018,Wanda Maximoff,42,13423.85
3,2018,Rachel Roth,89,8993.86
3,2018,Padme Amidala,46,14124.99
4,2018,Logan,21,7009.31
4,2018,Anakin,56,5787.71
4,2018,Victor Von Doom,65,11999.69
4,2018,Kal-El,91,8288.05
4,2018,Barry Allen,53,19476.68
4,2018,Wanda Maximoff,40,6704.51
4,2018,Rachel Roth,94,14045.87
4,2018,Padme Amidala,71,22274.54
5,2018,Logan,28,7957.81
5,2018,Anakin,33,9103.68
5,2018,Victor Von Doom,63,14429.72
5,2018,Kal-El,92,17913.91
5,2018,Barry Allen,67,18196.44
5,2018,Wanda Maximoff,27,6384
5,2018,Rachel Roth,74,12763.68
5,2018,Padme Amidala,48,5283.42
6,2018,Logan,33,8193.71
6,2018,Anakin,44,21413.44
6,2018,Victor Von Doom,46,15912.84
6,2018,Kal-El,63,17982.72
6,2018,Barry Allen,66,16415.29
6,2018,Wanda Maximoff,47,19679.37
6,2018,Rachel Roth,72,19236.9
6,2018,Padme Amidala,36,7050.97
7,2018,Logan,25,7318.56
7,2018,Anakin,33,10549.49
7,2018,Victor Von Doom,87,9208.37
7,2018,Kal-El,39,10253.81
7,2018,Barry Allen,78,10748.93
7,2018,Wanda Maximoff,77,15500.83
7,2018,Rachel Roth,58,9540.86
7,2018,Padme Amidala,66,5501.59
8,2018,Logan,31,9751.9
8,2018,Anakin,74,12021.12
8,2018,Victor Von Doom,90,19380.42
8,2018,Kal-El,30,11396.08
8,2018,Barry Allen,25,9034.3
8,2018,Wanda Maximoff,91,20533.08
8,2018,Rachel Roth,46,16885.4
8,2018,Padme Amidala,58,20953.97
9,2018,Logan,45,4147.42
9,2018,Anakin,53,17016.5
9,2018,Victor Von Doom,60,5514.5
9,2018,Kal-El,35,19416.45
9,2018,Barry Allen,41,10959.76
9,2018,Wanda Maximoff,69,17631.16
9,2018,Rachel Roth,67,12213.06
9,2018,Padme Amidala,68,19882.42
10,2018,Logan,40,6871.4
10,2018,Anakin,54,13900.37
10,2018,Victor Von Doom,92,18385.71
10,2018,Kal-El,55,19890.8
10,2018,Barry Allen,78,6990.84
10,2018,Wanda Maximoff,96,15367.58
10,2018,Rachel Roth,95,21093.4
10,2018,Padme Amidala,82,22465.43
